host,date,count
fti010.uab.es,1995-07-27,1
uwoppa.connect.com.au,1995-08-06,1
etd5a.cad.ksc.nasa.gov,1995-08-11,13
130.99.87.17,1995-08-11,2
143.191.17.55,1995-08-12,3
152.163.192.5,1995-08-13,3
199.101.8.169,1995-08-13,3
192.112.22.115,1995-08-14,1
eng14.usask.ca,1995-08-14,1
ix-pa7-10.ix.netcom.com,1995-08-19,1
ad15-011.compuserve.com,1995-08-19,1
h-freemantle.norfolk.infi.net,1995-08-19,1
nfsf001.textron.com,1995-08-21,1
at1.geol3.ruhr-uni-bochum.de,1995-08-23,2
van14400.direct.ca,1995-08-23,2
van05133.direct.ca,1995-08-24,2
sunserver2.aston.ac.uk,1995-08-24,1
grumpy.ksc.nasa.gov,1995-08-25,2
uranus.network.com,1995-08-25,1
dykhoff.dfrc.nasa.gov,1995-08-25,2
jcbooks.demon.co.uk,1995-08-25,1
143.166.136.52,1995-07-03,1
dyn-137.direct.ca,1995-07-03,1
sutliff.lerc.nasa.gov,1995-07-05,1
avatar.remote.ualberta.ca,1995-07-07,1
143.91.102.3,1995-07-07,1
internal005165.next.com,1995-07-12,2
ppp13.sbbs.se,1995-07-13,1
sprite34.azstarnet.com,1995-07-16,1
rhrz-ts1-p14.rhrz.uni-bonn.de,1995-07-16,1
br21-8.niia.net,1995-07-16,1
www-a1.proxy.aol.com,1995-07-18,1
as2511-5.sl010.cns.vt.edu,1995-07-18,1
ashtonm.ksc.nasa.gov,1995-07-20,1
pcl-mac-57.lib.utexas.edu,1995-07-20,5
pm2_14.digital.net,1995-07-20,1
128.159.146.92,1995-07-21,2
164.117.97.70,1995-07-21,1
149.38.1.3,1995-07-21,2
bass.hooked.net,1995-07-22,2
in22.inetnebr.com,1995-07-23,3
n1142814.ksc.nasa.gov,1995-07-24,1
burns.lsis.loral.com,1995-07-25,1
tcpip-1.tacom.army.mil,1995-07-25,1
a2-slip17.iol.ie,1995-08-29,3
198.53.165.111,1995-08-30,1
walmetro.ksc.nasa.gov,1995-08-31,1
in38.inetnebr.com,1995-08-31,1
port14.vitinc.com,1995-07-26,1
199.120.66.21,1995-07-26,1
gw1.cat.com,1995-08-03,2
ppp15.cyberport.com,1995-08-03,1
alta.atk.com,1995-08-03,2
clamp.mame.syr.edu,1995-08-04,1
fsd.com,1995-08-04,1
sprite.ece.cmu.edu,1995-08-04,1
a14m.dtc.net,1995-08-04,1
host-127.hiwaay.net,1995-08-05,1
net78.qadas.com,1995-08-06,1
ppp16.localnet.com,1995-08-07,1
138.200.189.91,1995-08-08,2
vagrant.vf.mmc.com,1995-08-10,3
163.205.154.17,1995-08-10,1
ppp05.vestnett.no,1995-08-12,1
204.187.144.192,1995-08-12,1
169.197.3.34,1995-08-12,1
193.132.228.134,1995-08-13,1
jganders.extern.ucsd.edu,1995-08-15,2
ip047.phx.primenet.com,1995-08-16,2
imhfhp28.epfl.ch,1995-08-16,3
van04107.direct.ca,1995-08-20,2
wsfdppp32.epix.net,1995-08-22,1
156.26.70.26,1995-08-22,4
www-d2.proxy.aol.com,1995-08-23,1
gregver.cais.com,1995-08-23,1
van10272.direct.ca,1995-08-25,2
reddragon.ksc.nasa.gov,1995-08-25,6
ppp-01-nerdc-ts5.nerdc.ufl.edu,1995-08-26,3
204.180.138.22,1995-08-26,1
194.20.139.103,1995-08-26,2
dial2-2.cybercom.net,1995-08-26,2
splou.earthlink.net,1995-08-28,3
192.36.37.185,1995-08-28,1
ix-tam6-02.ix.netcom.com,1995-08-28,4
165.213.131.21,1995-07-02,1
pcjmk.ag.rl.ac.uk,1995-07-03,2
vr5.engin.umich.edu,1995-07-03,3
romulus.ncsc.mil,1995-07-03,1
megadeth.cv.com,1995-07-05,1
dial1.waterw.com,1995-07-06,5
subsrv.mt.tama.hosei.ac.jp,1995-07-06,1
abadon.stm.it,1995-07-07,2
ad09-013.compuserve.com,1995-07-09,1
arcade-slip7.dynamic.usit.net,1995-07-09,1
www-b3.proxy.aol.com,1995-07-10,2
piweba4y.prodigy.com,1995-07-10,3
129.50.20.11,1995-07-14,1
131.211.205.108,1995-07-14,2
204.28.17.41,1995-07-18,1
piweba4y.prodigy.com,1995-07-18,1
ha148119.cc.nps.navy.mil,1995-07-18,1
hills.ccsf.cc.ca.us,1995-07-20,1
allent.mnsinc.com,1995-07-21,1
ppp1-247.ganet.net,1995-07-24,1
polaris.ucar.edu,1995-07-24,1
inet2.tek.com,1995-08-30,1
nvcon22.pcsub9.db.erau.edu,1995-07-27,1
202.32.48.43,1995-08-01,2
ip-pdx2-56.teleport.com,1995-08-01,4
u139.n72.queensu.ca,1995-08-03,2
202.20.210.179,1995-08-03,6
pm1-11.conline.com,1995-08-04,3
199.50.233.55,1995-08-04,1
pc0231.metrolink.net,1995-08-05,2
dial-43.en.net,1995-08-07,2
134.152.100.9,1995-08-07,1
link074.txdirect.net,1995-08-08,1
seitti.funet.fi,1995-08-10,3
168.143.14.28,1995-08-10,1
rossi.astro.nwu.edu,1995-08-11,1
165.113.1.13,1995-08-13,3
204.30.72.80,1995-08-13,2
163.205.126.3,1995-08-14,1
iep6.lbl.gov,1995-08-15,1
n1028366.ksc.nasa.gov,1995-08-16,1
gala.icsh.cae.ntt.jp,1995-08-18,2
wizard.spry.com,1995-08-18,1
dal67.pic.net,1995-08-19,1
gateway.deere.com,1995-08-24,1
fr-912.cc.iastate.edu,1995-08-26,1
dd14-029.compuserve.com,1995-08-26,1
ix-alb-nm1-23.ix.netcom.com,1995-08-27,1
okc27.icon.net,1995-08-28,1
nb-dyna77.interaccess.com,1995-07-01,2
ccn.cs.dal.ca,1995-07-03,3
ix-dc6-05.ix.netcom.com,1995-07-03,1
133.8.20.221,1995-07-05,2
vega.info.isbiel.ch,1995-07-05,1
ac178.du.pipex.com,1995-07-09,1
134.131.224.1,1995-07-12,1
netcom16.netcom.com,1995-07-13,1
wpl.wpl.com,1995-07-13,1
la-paz.ccit.arizona.edu,1995-07-13,1
147.150.105.17,1995-07-14,2
128.158.43.2,1995-07-14,4
dd03-022.compuserve.com,1995-07-15,2
annex026.ridgecrest.ca.us,1995-07-16,4
chi006.wwa.com,1995-07-17,2
ppp010.st.rim.or.jp,1995-07-17,1
ts2-11.inforamp.net,1995-07-17,2
ul0135-i.ulib.iupui.edu,1995-07-19,7
147.159.207.176,1995-07-21,1
fsuadmin.aus.fsu.edu,1995-07-21,1
205.199.120.120,1995-07-23,1
pppex1.asahi-net.or.jp,1995-07-24,1
docktor.garlic.com,1995-07-24,1
dinet236.spokpl.lib.wa.us,1995-07-25,1
onet2.cup.hp.com,1995-07-25,5
144.44.64.12,1995-07-26,1
128.217.63.38,1995-07-26,1
atropos.jf.intel.com,1995-08-29,1
ratatosk.vtyh.fi,1995-08-31,1
meb8.gsfc.nasa.gov,1995-07-28,1
cs1-06.leh.ptd.net,1995-08-01,1
orion.accessone.com,1995-08-05,2
ix-wh5-26.ix.netcom.com,1995-08-07,1
lgbppp47.uni-c.dk,1995-08-07,1
www-c3.proxy.aol.com,1995-08-09,2
piweba3y.prodigy.com,1995-08-09,2
199.247.19.131,1995-08-14,2
rosewood.frco.com,1995-08-15,1
www-c3.proxy.aol.com,1995-08-20,8
ix-phi3-01.ix.netcom.com,1995-08-20,1
spex.liii.com,1995-08-21,3
door3.mcad.edu,1995-08-23,2
ts4-pt21.pcnet.com,1995-08-25,3
ccfews03.center.osaka-u.ac.jp,1995-08-28,1
crt.doj.gov,1995-08-28,4
dd02-023.compuserve.com,1995-07-01,1
rts1p04.its.rpi.edu,1995-07-03,2
acc-ops1.tamu.edu,1995-07-06,2
sgr4d.allen.nwu.edu,1995-07-06,1
147.120.172.113,1995-07-07,1
sheriff.wellsfargo.com,1995-07-08,2
dd06-043.compuserve.com,1995-07-08,2
abaco.coastalnet.com,1995-07-08,1
www-b4.proxy.aol.com,1995-07-09,1
tyranno.saurus.microserve.net,1995-07-11,1
dal06-16.ppp.iadfw.net,1995-07-11,1
133.71.117.122,1995-07-12,1
192.87.128.134,1995-07-12,1
e659229.boeing.com,1995-07-12,1
find1-cs-1.dial.bright.net,1995-07-13,2
oahu-56.u.aloha.net,1995-07-15,1
128.158.57.132,1995-07-17,2
crc6-fddi.cris.com,1995-07-17,2
156.80.168.122,1995-07-18,1
cal009203.student.utwente.nl,1995-07-19,2
indy1.organik.uni-erlangen.de,1995-07-20,1
cobain.arcs.bcit.bc.ca,1995-07-20,12
belthil.pilgrim.umass.edu,1995-07-23,1
www-b3.proxy.aol.com,1995-07-23,1
bunpc30.ccn.yamanashi.ac.jp,1995-07-23,9
dial-2.r1.nclxtn.sunbelt.net,1995-07-23,1
gw2.att.com,1995-07-25,4
johnr.uckac.edu,1995-08-29,2
ntp.almaden.ibm.com,1995-08-30,1
pm2_16.digital.net,1995-08-30,1
haskell.limbex.com,1995-08-31,1
137.249.38.20,1995-07-26,1
query2.lycos.cs.cmu.edu,1995-07-27,1
miriworld.its.unimelb.edu.au,1995-08-01,1
163.205.162.54,1995-08-05,1
vixen.biochem.missouri.edu,1995-08-06,2
ip35.akron.oh.interramp.com,1995-08-08,2
fuji5806.fujimi.hosei.ac.jp,1995-08-08,1
sun7.lrz-muenchen.de,1995-08-09,2
dd01-020.compuserve.com,1995-08-10,1
ara1.mis.w6.k12.co.us,1995-08-11,1
129.37.35.13,1995-08-12,1
152.52.36.99,1995-08-13,1
128.158.53.187,1995-08-15,1
n1028286.ksc.nasa.gov,1995-08-15,1
ix-buf-ny1-20.ix.netcom.com,1995-08-15,1
dd15-013.compuserve.com,1995-08-20,1
tyo0075.bekkoame.or.jp,1995-08-23,2
nearlink.ll.mit.edu,1995-08-23,1
202.244.224.70,1995-08-25,1
godzilla06.pixi.com,1995-08-25,2
morenett01.telepost.no,1995-08-26,1
aquinas.execpc.com,1995-08-27,1
ix-lv5-20.ix.netcom.com,1995-08-27,2
mpd9.msfc.nasa.gov,1995-08-28,1
soleil.acomp.usf.edu,1995-07-01,4
cygnus.omsi.edu,1995-07-01,1
piweba1y.prodigy.com,1995-07-01,1
193.132.228.73,1995-07-02,5
alyssa.prodigy.com,1995-07-03,1
pm0.cwo.com,1995-07-03,1
bastion.sware.com,1995-07-05,3
163.205.18.226,1995-07-05,1
dialup-2-154.gw.umn.edu,1995-07-06,1
msgsun.tuc.noao.edu,1995-07-07,1
ottgate2.bnr.ca,1995-07-07,1
wwwproxy.info.au,1995-07-10,1
eblaese.stx.com,1995-07-11,1
pc11.fcw.com,1995-07-11,1
150.150.41.103,1995-07-12,1
192.92.90.2,1995-07-12,1
163.205.78.64,1995-07-14,1
cad203.cadvision.com,1995-07-14,2
ix-dfw13-29.ix.netcom.com,1995-07-18,1
pppb23.netaccess.on.ca,1995-07-18,1
proxy.austin.ibm.com,1995-07-18,2
port12.den1-annex.usa.net,1995-07-18,2
ip014.phx.primenet.com,1995-07-24,2
slip4a-08.dialin.uic.edu,1995-08-30,2
rhin-cs-1.newnorth.net,1995-08-30,1
ix-la24-22.ix.netcom.com,1995-08-31,2
thrilos.demon.co.uk,1995-08-31,1
wpbfl2-26.gate.net,1995-07-26,2
ts171.eiu.bgu.edu,1995-07-27,3
crone.cit.buffalo.edu,1995-07-28,1
ts8-1.westwood.ts.ucla.edu,1995-08-01,37
opsdoc-2.mil.nasa.gov,1995-08-03,1
slc53.xmission.com,1995-08-04,2
atlanta.is.net,1995-08-04,5
andes.jpl.nasa.gov,1995-08-04,2
ad01-003.compuserve.com,1995-08-06,1
puggsly.cme.nist.gov,1995-08-07,1
167.134.113.23,1995-08-07,3
137.226.108.22,1995-08-08,1
arnetpc-210.arn.net,1995-08-08,2
pmlab15.fresno.edu,1995-08-10,1
199.101.8.175,1995-08-13,1
gate.tcpl.ca,1995-08-16,2
peter_tirrell.cis.brown.edu,1995-08-17,2
204.138.95.105,1995-08-21,2
pc0777.sd.gat.com,1995-08-21,2
braona1.cns.hp.com,1995-08-21,2
194.166.28.14,1995-08-22,1
166.112.203.10,1995-08-23,1
n243-aos2-4.arc.nasa.gov,1995-08-24,1
port05.vitinc.com,1995-08-25,2
tcav.dialup.inch.com,1995-08-27,1
mrprosser.execpc.com,1995-08-27,2
199.93.170.212,1995-08-28,3
dial5.chemek.cc.or.us,1995-08-29,1
slip65-198.ny.us.ibm.net,1995-07-01,1
oly12-ts.olympia.com,1995-07-02,1
157.253.104.181,1995-07-05,2
gn2.getnet.com,1995-07-05,2
p2.durango.dialup.csn.net,1995-07-06,1
acke.dc.luth.se,1995-07-06,1
bronco.is.csupomona.edu,1995-07-07,1
138.26.156.142,1995-07-07,7
ts01.wiu.bgu.edu,1995-07-07,1
ix-li1-08.ix.netcom.com,1995-07-07,4
rs590.geo.kyushu-u.ac.jp,1995-07-10,1
160.125.224.168,1995-07-11,1
hdavid.icmebs.com,1995-07-13,1
194.108.167.34,1995-07-13,3
ix-tam4-23.ix.netcom.com,1995-07-13,2
algol.ksc.nasa.gov,1995-07-13,1
cust57.max2.cleveland.oh.ms.uu.net,1995-07-14,2
www-b5.proxy.aol.com,1995-07-14,1
spokeshave.mame.syr.edu,1995-07-16,4
pipe3.nyc.pipeline.com,1995-07-17,1
152.3.131.83,1995-07-17,2
piweba1y.prodigy.com,1995-07-18,2
www-b5.proxy.aol.com,1995-07-19,1
barracuda.inst.bnl.gov,1995-07-21,1
dinet241.spokpl.lib.wa.us,1995-07-25,1
168.18.231.102,1995-08-29,1
ppp031-stdkn2.ulaval.ca,1995-08-30,1
hapatia.math.lsu.edu,1995-08-30,10
lpm1-3.atlcom.net,1995-08-03,1
limeppp3.kosone.com,1995-08-06,1
ppp09-01.rns.tamu.edu,1995-08-07,7
anonymous.chevron.com,1995-08-08,1
tm1b13.eng.shizuoka.ac.jp,1995-08-11,1
bushfire.hunterlink.net.au,1995-08-16,1
tip-mp4-ncs-10.stanford.edu,1995-08-19,1
ganca209.vol.it,1995-08-19,1
pm2-36.tvs.net,1995-08-19,1
pm4_28.digital.net,1995-08-19,1
dancnr.dannet.dk,1995-08-21,1
s3abab9.ssa.gov,1995-08-22,1
physed2.physics.usu.edu,1995-08-23,5
azstarnet.com,1995-08-28,1
dd15-062.compuserve.com,1995-07-01,1
scooter.pa-x.dec.com,1995-07-01,6
dal20.pic.net,1995-07-01,3
dwkm113.usa1.com,1995-07-02,2
wartburg.daimi.aau.dk,1995-07-04,2
168.170.28.37,1995-07-04,1
157.176.12.11,1995-07-06,1
mail.bailey.com,1995-07-07,1
cage.iris.com,1995-07-07,3
user37.lightside.com,1995-07-07,3
ad01-032.compuserve.com,1995-07-08,2
ip028.phx.primenet.com,1995-07-09,4
cassiopea.execpc.com,1995-07-10,2
piweba4y.prodigy.com,1995-07-12,2
151.111.60.81,1995-07-13,1
134.136.243.100,1995-07-14,1
ppp-66-149.dialup.winternet.com,1995-07-16,2
zeezrom.cs.byu.edu,1995-07-16,1
tower.lab.metro-ms.ac.jp,1995-07-18,1
www-c2.proxy.aol.com,1995-07-18,1
hip.cbn.sunysb.edu,1995-07-18,1
ix-ric-va1-15.ix.netcom.com,1995-07-19,2
mark.remote.ualberta.ca,1995-07-19,1
147.147.191.43,1995-07-20,1
ix-ind1-21.ix.netcom.com,1995-07-21,2
lumina.gmi.edu,1995-07-24,1
slip188x.slip.colostate.edu,1995-07-25,2
163.205.16.21,1995-07-25,1
pm60.csra.net,1995-07-25,2
mtp116.mtp.semi.harris.com,1995-07-26,11
130.99.176.62,1995-08-29,1
ccfews03.center.osaka-u.ac.jp,1995-08-30,1
vagrant.vf.mmc.com,1995-08-31,4
128.159.77.122,1995-07-28,2
n8dnx.freeway.net,1995-08-05,2
netcom2.netcom.com,1995-08-06,2
139.121.44.130,1995-08-07,2
pcasun8.gsfc.nasa.gov,1995-08-08,1
orpheus.amdahl.com,1995-08-08,1
199.174.164.24,1995-08-14,2
ppp2.intelinet.net,1995-08-14,1
p69.mor.itesm.mx,1995-08-15,1
ix-sf3-02.ix.netcom.com,1995-08-16,2
hwalker-pc.nosc.mil,1995-08-16,1
dd05-002.compuserve.com,1995-08-17,1
dyn1-086.cc.umanitoba.ca,1995-08-17,1
piweba2y.prodigy.com,1995-08-19,1
disarray.demon.co.uk,1995-08-19,1
rclee.lax.primenet.com,1995-08-21,3
piweba1y.prodigy.com,1995-08-21,1
ntigate.nt.com,1995-08-21,1
ix-lb9-26.ix.netcom.com,1995-08-21,1
jeffalan.pdial.interpath.net,1995-08-22,1
usr16-dialup15.atlanta.mci.net,1995-08-24,2
atropos.jf.intel.com,1995-08-26,2
homepc.celtic.co.uk,1995-08-26,2
slm.cannet.com,1995-08-26,1
silver.tiac.net,1995-08-26,5
piweba2y.prodigy.com,1995-07-01,1
ip-pdx2-45.teleport.com,1995-07-01,2
wpo.telstra.com.au,1995-07-02,2
130.225.3.7,1995-07-03,1
hpag.dial.eunet.ch,1995-07-03,1
160.147.66.59,1995-07-03,1
slip96-66.tx.us.ibm.net,1995-07-03,1
stafflib.princeton.edu,1995-07-04,2
dyn-320.direct.ca,1995-07-05,2
pl23645.ksc.nasa.gov,1995-07-06,1
ppp6.globalone.net,1995-07-06,1
sifa.demon.co.uk,1995-07-06,1
research.gate.nec.co.jp,1995-07-06,1
199.104.67.103,1995-07-07,2
query2.lycos.cs.cmu.edu,1995-07-08,2
miriworld.its.unimelb.edu.au,1995-07-09,1
163.206.227.53,1995-07-11,1
www-c2.proxy.aol.com,1995-07-11,1
192.216.106.64,1995-07-11,1
128.158.50.203,1995-07-13,1
ul3120-j.ulib.iupui.edu,1995-07-13,1
h132_197_96_5.gte.com,1995-07-13,1
huckel.cm.utexas.edu,1995-07-14,8
144.92.52.160,1995-07-17,4
dd01-023.compuserve.com,1995-07-17,2
129.228.232.135,1995-07-17,1
freenet.edmonton.ab.ca,1995-07-17,1
jdc-p1-52.alaska.net,1995-07-18,2
camelot.dsccc.com,1995-07-19,1
ppp8.pacificrim.net,1995-07-20,2
a1p41.connect.net,1995-07-20,1
147.147.133.11,1995-07-21,2
kralle.zdv.uni-mainz.de,1995-07-22,2
192.71.102.2,1995-07-25,1
inet2.tek.com,1995-08-29,7
wilbur.sequent.com,1995-08-29,2
cs1-03.haw.ptd.net,1995-08-31,1
164.47.79.70,1995-08-31,2
gateway.amoco.com,1995-07-26,3
client-71-149.online.apple.com,1995-07-26,1
jarrett-mac.mac.cc.cmu.edu,1995-08-01,11
orchid.gsfc.nasa.gov,1995-08-01,1
163.205.16.75,1995-08-03,3
cbxguy.vip.best.com,1995-08-04,1
accord.cco.caltech.edu,1995-08-04,2
www-b2.proxy.aol.com,1995-08-04,2
ix-den13-03.ix.netcom.com,1995-08-06,2
www-b2.proxy.aol.com,1995-08-06,1
pc532-03.gsfc.nasa.gov,1995-08-07,1
ix-prv1-20.ix.netcom.com,1995-08-10,1
miafl2-46.gate.net,1995-08-11,1
204.215.227.70,1995-08-12,3
165.246.90.13,1995-08-13,1
152.3.249.54,1995-08-13,2
nheath.demon.co.uk,1995-08-15,1
www-d4.proxy.aol.com,1995-08-15,2
128.159.144.83,1995-08-15,1
128.102.143.217,1995-08-15,1
163.206.137.21,1995-08-17,1
ix-nyc10-15.ix.netcom.com,1995-08-18,1
bass.hooked.net,1995-08-18,3
cfp1.cfp.de,1995-08-21,2
ad10-026.compuserve.com,1995-08-21,3
cs.stmarys.ca,1995-08-23,2
bts24.mrts.mimos.my,1995-08-23,1
dd04-010.compuserve.com,1995-08-24,3
ix-atl12-22.ix.netcom.com,1995-08-24,2
138.237.144.211,1995-08-26,1
holli-laf-13.holli.com,1995-08-26,2
ix-tem-ca1-06.ix.netcom.com,1995-08-28,2
relay.tis.com,1995-08-28,1
204.215.242.159,1995-08-28,1
ix-sac6-27.ix.netcom.com,1995-07-01,1
datapc.bda.nasa.gov,1995-07-03,1
www-d4.proxy.aol.com,1995-07-03,4
ppp154.iadfw.net,1995-07-04,3
c102c.ee.tuns.ca,1995-07-04,1
free2-slip218.tele.queensu.ca,1995-07-05,1
faure.borland.com,1995-07-05,3
michelitch.va.grci.com,1995-07-05,2
sol.zynet.co.uk,1995-07-05,1
144.252.16.54,1995-07-06,2
firewall.deere.com,1995-07-06,2
gwa.ericsson.com,1995-07-07,1
ix-nhv-ct1-10.ix.netcom.com,1995-07-09,1
155.31.5.67,1995-07-10,1
it.njit.edu,1995-07-10,1
ad06-010.compuserve.com,1995-07-11,3
ip-pdx3-10.teleport.com,1995-07-11,1
box73.labs.upj.pitt.edu,1995-07-12,1
dialup04.blarg.com,1995-07-12,1
128.158.55.113,1995-07-13,6
ip020.lax.primenet.com,1995-07-15,2
155.178.194.177,1995-07-17,1
ccfews03.center.osaka-u.ac.jp,1995-07-20,1
loon.met.nps.navy.mil,1995-07-20,5
mary_ellen.interval.net,1995-07-21,1
ix-atl14-25.ix.netcom.com,1995-07-22,1
dialupa3.intex.net,1995-07-22,2
160.205.76.213,1995-07-23,1
www-b2.proxy.aol.com,1995-07-23,2
macnmr.chem.wisc.edu,1995-07-23,2
junsai.is.akita-u.ac.jp,1995-07-26,1
137.243.109.104,1995-08-29,1
port13.wavenet.com,1995-08-01,2
147.74.41.186,1995-08-01,1
acca.nmsu.edu,1995-08-03,2
ak055.du.pipex.com,1995-08-03,2
drjo014a104.embratel.net.br,1995-08-04,1
sloanmac21.mit.edu,1995-08-04,1
erlang.gbar.dtu.dk,1995-08-05,1
callisto.ps.ucl.ac.uk,1995-08-05,2
ppp25.coara.or.jp,1995-08-10,1
129.37.34.199,1995-08-12,1
130.237.226.152,1995-08-14,2
dal01-13.ppp.iadfw.net,1995-08-15,2
sd-jkrug.jsc.nasa.gov,1995-08-16,1
sersunk.plk.af.mil,1995-08-18,1
164.117.128.7,1995-08-18,1
192.112.239.47,1995-08-18,1
dd22-043.compuserve.com,1995-08-18,5
craig989.earthlink.net,1995-08-19,3
piweba4y.prodigy.com,1995-08-19,1
www-c2.proxy.aol.com,1995-08-19,1
pm1-67.inx.net,1995-08-22,2
van03090.direct.ca,1995-08-23,1
161.119.224.213,1995-08-23,4
guli601.pn.itnet.it,1995-08-24,4
ccibmpc28.cc.keele.ac.uk,1995-08-25,1
cft2.ppp241.cftnet.com,1995-08-26,2
slip069.fortnet.org,1995-08-26,1
cpmt2.cyberport.net,1995-08-27,1
157.176.76.14,1995-08-28,1
www-c2.proxy.aol.com,1995-08-28,2
netport-27.iu.net,1995-07-01,2
tty10j.mdn.com,1995-07-04,2
204.101.77.102,1995-07-04,1
host1.parallaxtech.com,1995-07-06,1
128.202.34.71,1995-07-10,1
hoover_c.nsti.tec.tn.us,1995-07-13,3
dd03-005.compuserve.com,1995-07-15,1
128.158.48.51,1995-07-19,6
ppp-81-26.bu.edu,1995-07-22,3
remote2-p5.ume.maine.edu,1995-07-22,2
ep220.itsnet.com,1995-08-29,2
vccnw10.its.rpi.edu,1995-08-29,1
gateway.upj.com,1995-08-30,1
198.133.29.18,1995-07-26,1
grane.uchicago.edu,1995-07-26,15
cthulhu.io.com,1995-07-26,1
slsyd1p07.ozemail.com.au,1995-07-27,1
198.59.167.9,1995-07-27,4
tia1.eskimo.com,1995-08-04,2
corpgate.nt.com,1995-08-04,1
peg1-ts4.peganet.com,1995-08-07,1
www-c5.proxy.aol.com,1995-08-08,3
out.ibm.com.au,1995-08-08,1
fnolan.earthlink.net,1995-08-11,1
199.174.177.30,1995-08-13,1
204.117.154.100,1995-08-13,1
192.132.217.3,1995-08-14,2
147.120.173.116,1995-08-15,7
diamond.tufts.edu,1995-08-16,1
hawk.le.ac.uk,1995-08-17,1
igor.levels.unisa.edu.au,1995-08-18,1
a06.dial.twics.com,1995-08-18,5
128.217.61.180,1995-08-18,5
abritt.async.csuohio.edu,1995-08-22,2
ix-sea4-16.ix.netcom.com,1995-08-23,1
msic-src.syrres.com,1995-08-24,1
204.94.52.159,1995-08-25,1
dialup07.leuven.eunet.be,1995-08-25,2
dhmhtphs.campus.vt.edu,1995-08-25,2
bbuig150.unisys.com,1995-08-25,1
van06172.direct.ca,1995-08-26,1
www-b6.proxy.aol.com,1995-07-01,2
ix-ont5-14.ix.netcom.com,1995-07-01,1
crc3.cris.com,1995-07-01,1
www-d3.proxy.aol.com,1995-07-02,1
vo2max.pdev.sco.com,1995-07-03,3
larouche.port.net,1995-07-04,3
dialup-4-37.gw.umn.edu,1995-07-04,1
www-b5.proxy.aol.com,1995-07-05,8
piweba2y.prodigy.com,1995-07-05,1
slaves.ucc.uno.edu,1995-07-05,3
ix-tam2-19.ix.netcom.com,1995-07-05,1
163.205.180.58,1995-07-06,1
klothos.crl.research.digital.com,1995-07-07,1
199.1.107.7,1995-07-09,1
pctcp0f.dev.oclc.org,1995-07-10,3
155.35.12.27,1995-07-12,2
ay010.las.uic.edu,1995-07-13,1
rainbow.uwaterloo.ca,1995-07-14,2
hp405.den.mmc.com,1995-07-14,12
h-longwalk.norfolk.infi.net,1995-07-15,1
crc1-fddi.cris.com,1995-07-17,1
pob0084a.pob.srp.gov,1995-07-19,2
ottgate2.bnr.ca,1995-07-23,1
rpacker_pc.orem.novell.com,1995-07-25,1
pm2_13.digital.net,1995-08-30,1
129.51.81.60,1995-08-31,1
141.132.95.120,1995-07-26,1
157.235.1.84,1995-08-01,1
turin35.cm.deakin.edu.au,1995-08-04,1
phisherman.intrnet.net,1995-08-04,1
groveend.netkonect.co.uk,1995-08-04,1
intrepid.westford.ccur.com,1995-08-06,5
tpafl2-34.gate.net,1995-08-06,2
snet40.francenet.fr,1995-08-07,8
152.157.179.249,1995-08-07,1
peg1-ts10.peganet.com,1995-08-11,1
gwa.ericsson.com,1995-08-14,4
198.181.234.128,1995-08-14,1
n1132317.ksc.nasa.gov,1995-08-15,1
lia-b6.aip.realtime.net,1995-08-16,1
199.78.203.3,1995-08-17,1
dd24-025.compuserve.com,1995-08-17,1
pm2_0.digital.net,1995-08-19,1
i-feltenv.modcomp.com,1995-08-22,2
204.191.10.70,1995-08-23,2
198.65.175.130,1995-08-25,1
128.220.102.189,1995-08-25,1
annex002.ridgecrest.ca.us,1995-08-25,3
sfsp18.slip.net,1995-08-26,2
cyber35.imaginet.fr,1995-08-28,1
b1b.ppp.mo.net,1995-07-01,3
letham.uis.itd.umich.edu,1995-07-03,1
hellokitty.infomatch.com,1995-07-04,1
pc55.ctd.tue.nl,1995-07-05,1
131.100.160.27,1995-07-05,1
165.137.15.31,1995-07-05,1
www-d2.proxy.aol.com,1995-07-05,2
metlab6.met.fsu.edu,1995-07-06,1
ad02-055.compuserve.com,1995-07-06,1
galatea.pica.army.mil,1995-07-06,4
ppp44.crim.ca,1995-07-09,1
webgate1.mot.com,1995-07-12,1
lebeau.jsc.nasa.gov,1995-07-12,2
204.7.92.29,1995-07-13,1
farside-f.gsfc.nasa.gov,1995-07-14,2
hosts-184.hiwaay.net,1995-07-15,1
ws9350ad9c.dhs.texas.gov,1995-07-17,1
jsanz.agr.upv.es,1995-07-17,1
www-d3.proxy.aol.com,1995-07-19,1
gw.alsys.com,1995-07-21,14
nnex03.ppp.uni-marburg.de,1995-07-21,2
plainview2.access2.dh.i-2000.net,1995-07-22,1
tia1.eskimo.com,1995-07-25,2
piweba2y.prodigy.com,1995-08-30,1
owl.csd.abdn.ac.uk,1995-07-26,1
137.82.222.49,1995-08-01,1
lightning1.llnl.gov,1995-08-01,1
n1121796.ksc.nasa.gov,1995-08-03,2
www-d2.proxy.aol.com,1995-08-03,1
204.250.63.209,1995-08-05,1
aufarb.interlog.com,1995-08-05,1
ix-sj11-02.ix.netcom.com,1995-08-06,1
130.99.25.146,1995-08-06,3
bix.wired.com,1995-08-09,1
204.185.50.1,1995-08-10,1
204.71.164.27,1995-08-13,1
lh-mac18.cso.uiuc.edu,1995-08-14,2
webgate1.mot.com,1995-08-15,2
